,i,project,label
208,29.0,虎溪岩寺调研测绘包含《厦门市虎溪岩寺调报告——对虎溪岩寺山石、建筑、小品的调查研究》、《虎溪岩寺测绘图集》等内容的全套调研测绘文本其他,0.0
209,29.0,厦门市大同路街道资源调查与分析《大同路资源调研与分析报告》其他,0.0
210,29.0,虎溪岩寺调研测绘包含《厦门市虎溪岩寺调报告——对虎溪岩寺山石、建筑、小品的调查研究》、《虎溪岩寺测绘图集》等内容的全套调研测绘文本其他,0.0
211,29.0,厦门市大同路街道资源调查与分析《大同路资源调研与分析报告》其他,0.0
212,30.0,000,0.0
213,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
214,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
215,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
216,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
217,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
218,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
219,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
220,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
221,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
222,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
223,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
224,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
225,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
226,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
227,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
228,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
229,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
230,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
231,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
232,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
233,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
234,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
235,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
236,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
237,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
238,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
239,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
240,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
241,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
242,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
243,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
244,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
245,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
246,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
247,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
248,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
249,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
250,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
251,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
252,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
253,31.0,江苏省古树名木时空分布与文化价值研究完成一作论文《江苏省不同区域古树名木分布特点研究》（《中国园林》杂志专家审核）和三作论文《江苏省文化树种认知情况及园林应用》（江苏农业科技）杂志已收稿）。省市级,0.0
254,31.0,江苏省文化树种认知情况及园林应用论文撰写完成一篇三作论文，已被《江苏农业科技》收稿。省市级,0.0
255,32.0,000,1.0
256,32.0,000,1.0
257,32.0,000,1.0
258,32.0,000,1.0
259,32.0,000,1.0
260,33.0,基于角色扮演类网络游戏的大学生自我认同建构一篇关于《基于角色扮演类网络游戏的大学生自我认同建构》的论文。其他,1.0
261,33.0,基于角色扮演类网络游戏的大学生自我认同建构一篇关于《基于角色扮演类网络游戏的大学生自我认同建构》的论文。其他,1.0
262,34.0,000,0.0
263,35.0,城市双修背景下地域文化景观的保护与开发研究项目还在进行中其他,0.0
264,35.0,城市双修背景下地域文化景观的保护与开发研究项目还在进行中其他,0.0
